Model name: 1605995180.9348865reward-med-game-score-10k
Extra information: reward = reward*game_score
Timestamp: 2020-11-21 22:46:23.049156
Game Rounds Score Epsilon ClearedLines
2059 18 7 0.7941000000000227 0
2060 28 17 0.7940000000000227 0
2061 21 10 0.7939000000000227 0
2062 19 8 0.7938000000000227 0
2063 18 7 0.7937000000000227 0
2064 20 9 0.7936000000000227 0
2065 26 15 0.7935000000000227 0
2066 22 12 0.7934000000000228 1
2067 18 7 0.7933000000000228 0
2068 18 7 0.7932000000000228 0
2069 22 11 0.7931000000000228 0
2070 25 15 0.7930000000000228 1
2071 27 17 0.7929000000000228 1
2072 25 14 0.7928000000000228 0
2073 25 14 0.7927000000000228 0
2074 21 10 0.7926000000000228 0
2075 25 14 0.7925000000000229 0
2076 24 13 0.7924000000000229 0
2077 23 12 0.7923000000000229 0
2078 24 13 0.7922000000000229 0
2079 16 5 0.7921000000000229 0
2080 20 9 0.7920000000000229 0
2081 20 9 0.7919000000000229 0
2082 28 17 0.7918000000000229 0
2083 25 14 0.7917000000000229 0
2084 27 17 0.791600000000023 1
2085 24 13 0.791500000000023 0
2086 19 8 0.791400000000023 0
2087 24 13 0.791300000000023 0
2088 16 5 0.791200000000023 0
2089 25 14 0.791100000000023 0
2090 27 16 0.791000000000023 0
2091 18 7 0.790900000000023 0
2092 20 9 0.790800000000023 0
2093 17 6 0.790700000000023 0
2094 21 10 0.7906000000000231 0
2095 24 13 0.7905000000000231 0
2096 21 10 0.7904000000000231 0
2097 26 16 0.7903000000000231 1
2098 24 14 0.7902000000000231 1
2099 26 15 0.7901000000000231 0
2100 25 15 0.7900000000000231 1
2101 24 13 0.7899000000000231 0
2102 26 15 0.7898000000000232 0
2103 21 10 0.7897000000000232 0
2104 22 11 0.7896000000000232 0
2105 20 9 0.7895000000000232 0
2106 25 14 0.7894000000000232 0
2107 21 10 0.7893000000000232 0
2108 29 19 0.7892000000000232 1
2109 21 10 0.7891000000000232 0
2110 27 16 0.7890000000000232 0
2111 22 11 0.7889000000000232 0
2112 25 14 0.7888000000000233 0
2113 23 12 0.7887000000000233 0
2114 20 9 0.7886000000000233 0
2115 26 15 0.7885000000000233 0
2116 19 8 0.7884000000000233 0
2117 26 15 0.7883000000000233 0
2118 22 11 0.7882000000000233 0
2119 20 9 0.7881000000000233 0
2120 24 13 0.7880000000000233 0
2121 21 10 0.7879000000000234 0
2122 17 6 0.7878000000000234 0
2123 28 17 0.7877000000000234 0
2124 20 9 0.7876000000000234 0
2125 25 14 0.7875000000000234 0
2126 22 12 0.7874000000000234 1
2127 25 14 0.7873000000000234 0
2128 14 3 0.7872000000000234 0
2129 26 15 0.7871000000000234 0
2130 25 15 0.7870000000000235 1
2131 25 14 0.7869000000000235 0
2132 26 15 0.7868000000000235 0
2133 20 9 0.7867000000000235 0
2134 23 12 0.7866000000000235 0
2135 26 15 0.7865000000000235 0
2136 26 15 0.7864000000000235 0
2137 20 9 0.7863000000000235 0
2138 23 12 0.7862000000000235 0
2139 21 10 0.7861000000000236 0
2140 24 13 0.7860000000000236 0
2141 19 8 0.7859000000000236 0
2142 18 7 0.7858000000000236 0
2143 19 8 0.7857000000000236 0
2144 23 12 0.7856000000000236 0
2145 18 7 0.7855000000000236 0
2146 21 10 0.7854000000000236 0
2147 23 12 0.7853000000000236 0
2148 21 10 0.7852000000000237 0
2149 17 6 0.7851000000000237 0
2150 17 6 0.7850000000000237 0
2151 27 16 0.7849000000000237 0
2152 16 5 0.7848000000000237 0
2153 22 11 0.7847000000000237 0
2154 17 6 0.7846000000000237 0
2155 23 12 0.7845000000000237 0
2156 27 16 0.7844000000000237 0
2157 20 9 0.7843000000000238 0
2158 24 13 0.7842000000000238 0
2159 19 8 0.7841000000000238 0
2160 21 10 0.7840000000000238 0
2161 25 14 0.7839000000000238 0
2162 24 13 0.7838000000000238 0
2163 31 21 0.7837000000000238 1
2164 26 15 0.7836000000000238 0
2165 25 14 0.7835000000000238 0
2166 14 3 0.7834000000000239 0
2167 20 9 0.7833000000000239 0
2168 26 15 0.7832000000000239 0
2169 20 9 0.7831000000000239 0
2170 30 19 0.7830000000000239 0
2171 22 11 0.7829000000000239 0
2172 17 6 0.7828000000000239 0
2173 29 18 0.7827000000000239 0
2174 26 15 0.7826000000000239 0
2175 25 15 0.782500000000024 1
2176 22 11 0.782400000000024 0
2177 25 14 0.782300000000024 0
2178 19 8 0.782200000000024 0
2179 24 13 0.782100000000024 0
2180 21 10 0.782000000000024 0
2181 22 11 0.781900000000024 0
2182 27 16 0.781800000000024 0
2183 22 11 0.781700000000024 0
2184 25 14 0.781600000000024 0
2185 20 9 0.7815000000000241 0
2186 19 8 0.7814000000000241 0
2187 24 13 0.7813000000000241 0
2188 14 3 0.7812000000000241 0
2189 18 7 0.7811000000000241 0
2190 24 13 0.7810000000000241 0
2191 24 13 0.7809000000000241 0
2192 22 11 0.7808000000000241 0
2193 22 11 0.7807000000000242 0
2194 24 13 0.7806000000000242 0
2195 26 15 0.7805000000000242 0
2196 19 8 0.7804000000000242 0
2197 20 9 0.7803000000000242 0
2198 30 20 0.7802000000000242 1
2199 26 15 0.7801000000000242 0
2200 21 10 0.7800000000000242 0
2201 25 14 0.7799000000000242 0
2202 21 10 0.7798000000000243 0
2203 25 14 0.7797000000000243 0
2204 18 7 0.7796000000000243 0
2205 18 7 0.7795000000000243 0
2206 22 11 0.7794000000000243 0
2207 29 18 0.7793000000000243 0
2208 21 10 0.7792000000000243 0
2209 26 16 0.7791000000000243 1
2210 16 5 0.7790000000000243 0
2211 20 9 0.7789000000000244 0
2212 24 13 0.7788000000000244 0
2213 17 6 0.7787000000000244 0
2214 18 7 0.7786000000000244 0
2215 21 10 0.7785000000000244 0
2216 23 12 0.7784000000000244 0
2217 30 19 0.7783000000000244 0
2218 23 12 0.7782000000000244 0
2219 20 9 0.7781000000000244 0
2220 19 8 0.7780000000000244 0
2221 17 6 0.7779000000000245 0
2222 15 4 0.7778000000000245 0
2223 21 11 0.7777000000000245 1
2224 21 10 0.7776000000000245 0
2225 19 8 0.7775000000000245 0
2226 26 15 0.7774000000000245 0
2227 20 9 0.7773000000000245 0
2228 20 10 0.7772000000000245 1
2229 18 7 0.7771000000000245 0
2230 21 10 0.7770000000000246 0
2231 19 8 0.7769000000000246 0
2232 32 22 0.7768000000000246 1
2233 25 14 0.7767000000000246 0
2234 18 7 0.7766000000000246 0
2235 24 13 0.7765000000000246 0
2236 23 12 0.7764000000000246 0
2237 25 14 0.7763000000000246 0
2238 22 11 0.7762000000000246 0
2239 24 13 0.7761000000000247 0
2240 28 17 0.7760000000000247 0
2241 27 17 0.7759000000000247 1
2242 24 13 0.7758000000000247 0
2243 17 6 0.7757000000000247 0
2244 23 12 0.7756000000000247 0
2245 20 9 0.7755000000000247 0
2246 19 8 0.7754000000000247 0
2247 23 12 0.7753000000000247 0
2248 25 14 0.7752000000000248 0
2249 17 6 0.7751000000000248 0
2250 17 6 0.7750000000000248 0
2251 23 12 0.7749000000000248 0
2252 19 8 0.7748000000000248 0
2253 22 11 0.7747000000000248 0
2254 23 12 0.7746000000000248 0
2255 24 13 0.7745000000000248 0
2256 23 12 0.7744000000000248 0
2257 22 11 0.7743000000000249 0
2258 32 22 0.7742000000000249 1
2259 23 12 0.7741000000000249 0
2260 23 12 0.7740000000000249 0
2261 26 15 0.7739000000000249 0
2262 21 10 0.7738000000000249 0
2263 25 14 0.7737000000000249 0
2264 23 12 0.7736000000000249 0
2265 19 8 0.773500000000025 0
2266 25 14 0.773400000000025 0
2267 24 13 0.773300000000025 0
2268 26 15 0.773200000000025 0
2269 23 12 0.773100000000025 0
2270 25 14 0.773000000000025 0
2271 28 18 0.772900000000025 1
2272 27 17 0.772800000000025 1
2273 25 14 0.772700000000025 0
2274 20 9 0.772600000000025 0
2275 20 9 0.7725000000000251 0
2276 17 6 0.7724000000000251 0
2277 20 9 0.7723000000000251 0
2278 19 8 0.7722000000000251 0
2279 18 7 0.7721000000000251 0
2280 22 11 0.7720000000000251 0
2281 14 3 0.7719000000000251 0
2282 31 20 0.7718000000000251 0
2283 27 16 0.7717000000000251 0
2284 22 11 0.7716000000000252 0
2285 20 9 0.7715000000000252 0
2286 16 5 0.7714000000000252 0
2287 25 14 0.7713000000000252 0
2288 20 9 0.7712000000000252 0
2289 24 13 0.7711000000000252 0
2290 31 21 0.7710000000000252 1
2291 19 8 0.7709000000000252 0
2292 26 15 0.7708000000000252 0
2293 23 12 0.7707000000000253 0
2294 22 11 0.7706000000000253 0
2295 23 12 0.7705000000000253 0
2296 31 20 0.7704000000000253 0
2297 25 14 0.7703000000000253 0
2298 29 18 0.7702000000000253 0
2299 23 12 0.7701000000000253 0
2300 17 6 0.7700000000000253 0
2301 27 16 0.7699000000000253 0
2302 22 11 0.7698000000000254 0
2303 29 18 0.7697000000000254 0
2304 22 11 0.7696000000000254 0
2305 24 13 0.7695000000000254 0
2306 26 15 0.7694000000000254 0
2307 28 17 0.7693000000000254 0
2308 25 14 0.7692000000000254 0
2309 14 3 0.7691000000000254 0
2310 24 13 0.7690000000000254 0
2311 14 3 0.7689000000000255 0
2312 26 16 0.7688000000000255 1
2313 19 8 0.7687000000000255 0
2314 23 12 0.7686000000000255 0
2315 19 8 0.7685000000000255 0
2316 26 15 0.7684000000000255 0
2317 24 13 0.7683000000000255 0
2318 18 7 0.7682000000000255 0
2319 26 15 0.7681000000000255 0
2320 28 17 0.7680000000000256 0
2321 25 14 0.7679000000000256 0
2322 17 6 0.7678000000000256 0
2323 22 11 0.7677000000000256 0
2324 19 8 0.7676000000000256 0
2325 24 13 0.7675000000000256 0
2326 20 9 0.7674000000000256 0
2327 23 12 0.7673000000000256 0
2328 30 20 0.7672000000000256 1
2329 29 18 0.7671000000000257 0
2330 27 16 0.7670000000000257 0
2331 17 6 0.7669000000000257 0
2332 22 11 0.7668000000000257 0
2333 21 10 0.7667000000000257 0
2334 19 8 0.7666000000000257 0
2335 25 14 0.7665000000000257 0
2336 26 15 0.7664000000000257 0
2337 28 17 0.7663000000000257 0
2338 21 10 0.7662000000000257 0
2339 31 21 0.7661000000000258 1
2340 29 18 0.7660000000000258 0
2341 23 12 0.7659000000000258 0
2342 24 13 0.7658000000000258 0
2343 22 11 0.7657000000000258 0
2344 10 -1 0.7656000000000258 0
2345 13 2 0.7655000000000258 0
2346 17 6 0.7654000000000258 0
2347 25 14 0.7653000000000258 0
2348 27 16 0.7652000000000259 0
2349 28 18 0.7651000000000259 1
2350 22 11 0.7650000000000259 0
2351 15 4 0.7649000000000259 0
2352 23 12 0.7648000000000259 0
2353 22 11 0.7647000000000259 0
2354 24 13 0.7646000000000259 0
2355 28 17 0.7645000000000259 0
2356 29 18 0.764400000000026 0
2357 20 9 0.764300000000026 0
2358 18 7 0.764200000000026 0
2359 24 15 0.764100000000026 2
2360 22 11 0.764000000000026 0
2361 24 14 0.763900000000026 1
2362 26 15 0.763800000000026 0
2363 26 15 0.763700000000026 0
2364 11 0 0.763600000000026 0
2365 26 15 0.763500000000026 0
2366 25 14 0.7634000000000261 0
2367 24 14 0.7633000000000261 1
2368 23 12 0.7632000000000261 0
2369 22 11 0.7631000000000261 0
2370 25 14 0.7630000000000261 0
2371 13 2 0.7629000000000261 0
2372 29 18 0.7628000000000261 0
2373 25 14 0.7627000000000261 0
2374 28 17 0.7626000000000261 0
2375 14 3 0.7625000000000262 0
2376 28 17 0.7624000000000262 0
2377 21 10 0.7623000000000262 0
2378 29 18 0.7622000000000262 0
2379 26 15 0.7621000000000262 0
2380 25 14 0.7620000000000262 0
2381 28 17 0.7619000000000262 0
2382 26 15 0.7618000000000262 0
2383 25 14 0.7617000000000262 0
2384 26 15 0.7616000000000263 0
2385 29 18 0.7615000000000263 0
2386 24 13 0.7614000000000263 0
2387 26 16 0.7613000000000263 1
2388 29 19 0.7612000000000263 1
2389 17 6 0.7611000000000263 0
2390 27 16 0.7610000000000263 0
2391 25 14 0.7609000000000263 0
2392 29 18 0.7608000000000263 0
2393 22 11 0.7607000000000264 0
2394 22 11 0.7606000000000264 0
2395 19 8 0.7605000000000264 0
2396 20 10 0.7604000000000264 1
2397 25 14 0.7603000000000264 0
2398 26 15 0.7602000000000264 0
2399 25 14 0.7601000000000264 0
2400 20 9 0.7600000000000264 0
2401 16 5 0.7599000000000264 0
2402 20 9 0.7598000000000265 0
2403 28 17 0.7597000000000265 0
2404 29 18 0.7596000000000265 0
2405 28 17 0.7595000000000265 0
2406 17 6 0.7594000000000265 0
2407 29 18 0.7593000000000265 0
2408 21 10 0.7592000000000265 0
2409 23 12 0.7591000000000265 0
2410 21 10 0.7590000000000265 0
2411 27 16 0.7589000000000266 0
2412 23 13 0.7588000000000266 1
2413 23 12 0.7587000000000266 0
2414 27 16 0.7586000000000266 0
2415 23 12 0.7585000000000266 0
2416 23 12 0.7584000000000266 0
2417 23 12 0.7583000000000266 0
2418 29 19 0.7582000000000266 1
2419 20 9 0.7581000000000266 0
2420 24 13 0.7580000000000267 0
2421 25 14 0.7579000000000267 0
2422 20 9 0.7578000000000267 0
2423 14 3 0.7577000000000267 0
2424 17 6 0.7576000000000267 0
2425 22 11 0.7575000000000267 0
2426 23 12 0.7574000000000267 0
2427 23 12 0.7573000000000267 0
2428 21 11 0.7572000000000267 1
2429 26 15 0.7571000000000268 0
2430 32 22 0.7570000000000268 1
2431 21 10 0.7569000000000268 0
2432 26 15 0.7568000000000268 0
2433 27 16 0.7567000000000268 0
2434 23 12 0.7566000000000268 0
2435 22 11 0.7565000000000268 0
2436 19 8 0.7564000000000268 0
2437 30 20 0.7563000000000268 1
2438 22 11 0.7562000000000269 0
2439 24 13 0.7561000000000269 0
2440 23 12 0.7560000000000269 0
2441 21 10 0.7559000000000269 0
2442 23 12 0.7558000000000269 0
2443 23 12 0.7557000000000269 0
2444 21 11 0.7556000000000269 1
2445 23 12 0.7555000000000269 0
2446 27 16 0.7554000000000269 0
2447 19 8 0.755300000000027 0
2448 23 13 0.755200000000027 1
2449 19 8 0.755100000000027 0
2450 24 13 0.755000000000027 0
2451 22 11 0.754900000000027 0
2452 21 10 0.754800000000027 0
2453 23 12 0.754700000000027 0
2454 29 18 0.754600000000027 0
2455 19 8 0.754500000000027 0
2456 22 11 0.754400000000027 0
2457 24 13 0.7543000000000271 0
2458 30 19 0.7542000000000271 0
2459 21 10 0.7541000000000271 0
2460 28 17 0.7540000000000271 0
2461 22 11 0.7539000000000271 0
2462 23 13 0.7538000000000271 1
2463 28 17 0.7537000000000271 0
2464 31 20 0.7536000000000271 0
2465 26 15 0.7535000000000271 0
2466 28 18 0.7534000000000272 1
2467 19 8 0.7533000000000272 0
2468 27 17 0.7532000000000272 1
2469 20 9 0.7531000000000272 0
2470 27 17 0.7530000000000272 1
2471 19 8 0.7529000000000272 0
2472 14 3 0.7528000000000272 0
2473 21 10 0.7527000000000272 0
2474 18 7 0.7526000000000272 0
2475 23 13 0.7525000000000273 1
2476 24 13 0.7524000000000273 0
2477 22 12 0.7523000000000273 1
2478 22 11 0.7522000000000273 0
2479 22 11 0.7521000000000273 0
2480 29 18 0.7520000000000273 0
2481 21 10 0.7519000000000273 0
2482 22 11 0.7518000000000273 0
2483 26 15 0.7517000000000273 0
2484 20 9 0.7516000000000274 0
2485 24 13 0.7515000000000274 0
2486 18 7 0.7514000000000274 0
2487 16 5 0.7513000000000274 0
2488 25 14 0.7512000000000274 0
2489 29 18 0.7511000000000274 0
2490 15 4 0.7510000000000274 0
2491 23 12 0.7509000000000274 0
2492 25 14 0.7508000000000274 0
2493 26 15 0.7507000000000275 0
2494 28 17 0.7506000000000275 0
2495 19 8 0.7505000000000275 0
2496 22 11 0.7504000000000275 0
2497 21 10 0.7503000000000275 0
2498 19 8 0.7502000000000275 0
2499 22 11 0.7501000000000275 0
2500 26 15 0.7500000000000275 0
2501 26 15 0.7499000000000275 0
2502 20 9 0.7498000000000276 0
2503 13 2 0.7497000000000276 0
2504 25 14 0.7496000000000276 0
2505 19 8 0.7495000000000276 0
2506 30 19 0.7494000000000276 0
2507 27 16 0.7493000000000276 0
2508 17 6 0.7492000000000276 0
2509 22 11 0.7491000000000276 0
2510 25 14 0.7490000000000276 0
2511 19 8 0.7489000000000277 0
2512 23 12 0.7488000000000277 0
2513 22 11 0.7487000000000277 0
2514 32 22 0.7486000000000277 1
2515 16 5 0.7485000000000277 0
2516 16 5 0.7484000000000277 0
2517 23 12 0.7483000000000277 0
2518 20 9 0.7482000000000277 0
2519 18 7 0.7481000000000277 0
2520 24 13 0.7480000000000278 0
2521 29 18 0.7479000000000278 0
2522 31 20 0.7478000000000278 0
2523 19 8 0.7477000000000278 0
2524 23 12 0.7476000000000278 0
2525 25 14 0.7475000000000278 0
2526 22 11 0.7474000000000278 0
2527 18 7 0.7473000000000278 0
2528 28 17 0.7472000000000278 0
2529 30 19 0.7471000000000279 0
2530 19 8 0.7470000000000279 0
2531 25 14 0.7469000000000279 0
2532 22 11 0.7468000000000279 0
2533 23 12 0.7467000000000279 0
2534 25 14 0.7466000000000279 0
2535 23 12 0.7465000000000279 0
2536 29 19 0.7464000000000279 1
2537 21 10 0.7463000000000279 0
2538 29 22 0.746200000000028 2
2539 21 10 0.746100000000028 0
2540 25 15 0.746000000000028 1
2541 23 12 0.745900000000028 0
2542 28 17 0.745800000000028 0
2543 28 18 0.745700000000028 1
2544 21 10 0.745600000000028 0
2545 20 9 0.745500000000028 0
2546 22 11 0.745400000000028 0
2547 21 10 0.745300000000028 0
2548 24 13 0.7452000000000281 0
2549 28 17 0.7451000000000281 0
2550 26 15 0.7450000000000281 0
2551 14 3 0.7449000000000281 0
2552 29 20 0.7448000000000281 2
2553 25 14 0.7447000000000281 0
2554 19 8 0.7446000000000281 0
2555 31 20 0.7445000000000281 0
2556 25 14 0.7444000000000282 0
2557 26 15 0.7443000000000282 0
2558 12 1 0.7442000000000282 0
2559 22 11 0.7441000000000282 0
2560 20 9 0.7440000000000282 0
2561 22 11 0.7439000000000282 0
2562 21 10 0.7438000000000282 0
2563 22 12 0.7437000000000282 1
2564 19 9 0.7436000000000282 1
2565 24 13 0.7435000000000282 0
2566 27 16 0.7434000000000283 0
2567 22 11 0.7433000000000283 0
2568 27 16 0.7432000000000283 0
2569 19 8 0.7431000000000283 0
2570 32 21 0.7430000000000283 0
2571 22 11 0.7429000000000283 0
2572 32 22 0.7428000000000283 1
2573 21 10 0.7427000000000283 0
2574 23 12 0.7426000000000283 0
2575 22 11 0.7425000000000284 0
2576 26 15 0.7424000000000284 0
2577 18 7 0.7423000000000284 0
2578 23 13 0.7422000000000284 1
2579 26 16 0.7421000000000284 1
2580 26 15 0.7420000000000284 0
2581 21 10 0.7419000000000284 0
2582 16 5 0.7418000000000284 0
2583 27 16 0.7417000000000284 0
2584 22 11 0.7416000000000285 0
2585 24 14 0.7415000000000285 1
2586 25 14 0.7414000000000285 0
2587 28 17 0.7413000000000285 0
2588 28 17 0.7412000000000285 0
2589 23 12 0.7411000000000285 0
2590 28 17 0.7410000000000285 0
2591 20 9 0.7409000000000285 0
2592 27 16 0.7408000000000285 0
2593 19 8 0.7407000000000286 0
2594 29 18 0.7406000000000286 0
2595 18 7 0.7405000000000286 0
2596 19 8 0.7404000000000286 0
2597 26 15 0.7403000000000286 0
2598 29 18 0.7402000000000286 0
2599 27 16 0.7401000000000286 0
2600 24 13 0.7400000000000286 0
2601 18 7 0.7399000000000286 0
2602 22 11 0.7398000000000287 0
2603 25 14 0.7397000000000287 0
2604 27 16 0.7396000000000287 0
2605 27 16 0.7395000000000287 0
2606 27 16 0.7394000000000287 0
2607 29 18 0.7393000000000287 0
2608 26 15 0.7392000000000287 0
2609 22 11 0.7391000000000287 0
2610 31 22 0.7390000000000287 2
2611 22 11 0.7389000000000288 0
2612 21 10 0.7388000000000288 0
2613 22 11 0.7387000000000288 0
2614 23 12 0.7386000000000288 0
2615 24 13 0.7385000000000288 0
2616 17 6 0.7384000000000288 0
2617 26 15 0.7383000000000288 0
2618 23 12 0.7382000000000288 0
2619 22 11 0.7381000000000288 0
2620 21 10 0.7380000000000289 0
2621 28 17 0.7379000000000289 0
2622 23 12 0.7378000000000289 0
2623 27 16 0.7377000000000289 0
2624 19 9 0.7376000000000289 1
2625 24 13 0.7375000000000289 0
2626 20 9 0.7374000000000289 0
2627 23 12 0.7373000000000289 0
2628 29 19 0.7372000000000289 1
2629 23 13 0.737100000000029 1
2630 22 11 0.737000000000029 0
2631 15 4 0.736900000000029 0
2632 23 12 0.736800000000029 0
2633 24 13 0.736700000000029 0
2634 21 10 0.736600000000029 0
2635 18 7 0.736500000000029 0
2636 25 14 0.736400000000029 0
2637 25 14 0.736300000000029 0
2638 24 13 0.736200000000029 0
2639 25 14 0.7361000000000291 0
2640 19 8 0.7360000000000291 0
2641 24 13 0.7359000000000291 0
2642 18 7 0.7358000000000291 0
2643 29 18 0.7357000000000291 0
2644 30 20 0.7356000000000291 1
2645 21 10 0.7355000000000291 0
2646 24 13 0.7354000000000291 0
2647 23 12 0.7353000000000292 0
2648 23 13 0.7352000000000292 1
2649 28 17 0.7351000000000292 0
2650 28 18 0.7350000000000292 1
2651 24 13 0.7349000000000292 0
2652 31 21 0.7348000000000292 1
2653 23 13 0.7347000000000292 1
2654 25 14 0.7346000000000292 0
2655 27 16 0.7345000000000292 0
2656 21 10 0.7344000000000293 0
2657 27 16 0.7343000000000293 0
2658 30 19 0.7342000000000293 0
2659 21 10 0.7341000000000293 0
2660 26 15 0.7340000000000293 0
2661 29 18 0.7339000000000293 0
2662 26 15 0.7338000000000293 0
2663 25 14 0.7337000000000293 0
2664 32 22 0.7336000000000293 1
2665 18 7 0.7335000000000294 0
2666 22 11 0.7334000000000294 0
2667 27 16 0.7333000000000294 0
2668 13 2 0.7332000000000294 0
2669 24 13 0.7331000000000294 0
2670 26 15 0.7330000000000294 0
2671 23 12 0.7329000000000294 0
2672 28 17 0.7328000000000294 0
2673 27 16 0.7327000000000294 0
2674 23 12 0.7326000000000294 0
2675 25 15 0.7325000000000295 1
2676 27 16 0.7324000000000295 0
2677 23 12 0.7323000000000295 0
2678 29 18 0.7322000000000295 0
2679 17 6 0.7321000000000295 0
2680 26 15 0.7320000000000295 0
2681 22 11 0.7319000000000295 0
2682 20 9 0.7318000000000295 0
2683 22 11 0.7317000000000295 0
2684 27 16 0.7316000000000296 0
2685 25 14 0.7315000000000296 0
2686 23 12 0.7314000000000296 0
2687 28 17 0.7313000000000296 0
2688 23 12 0.7312000000000296 0
2689 22 11 0.7311000000000296 0
2690 19 8 0.7310000000000296 0
2691 23 12 0.7309000000000296 0
2692 28 17 0.7308000000000296 0
2693 28 17 0.7307000000000297 0
2694 27 16 0.7306000000000297 0
2695 24 13 0.7305000000000297 0
2696 18 7 0.7304000000000297 0
2697 25 14 0.7303000000000297 0
2698 15 4 0.7302000000000297 0
2699 24 13 0.7301000000000297 0
2700 30 19 0.7300000000000297 0
2701 25 14 0.7299000000000297 0
2702 24 13 0.7298000000000298 0
2703 23 12 0.7297000000000298 0
2704 13 2 0.7296000000000298 0
2705 27 16 0.7295000000000298 0
2706 26 15 0.7294000000000298 0
2707 32 22 0.7293000000000298 1
2708 23 12 0.7292000000000298 0
2709 25 14 0.7291000000000298 0
2710 33 22 0.7290000000000298 0
2711 18 7 0.7289000000000299 0
2712 22 11 0.7288000000000299 0
2713 20 9 0.7287000000000299 0
2714 27 16 0.7286000000000299 0
2715 20 9 0.7285000000000299 0
2716 26 15 0.7284000000000299 0
2717 30 20 0.7283000000000299 1
2718 22 11 0.7282000000000299 0
2719 18 7 0.72810000000003 0
2720 19 8 0.72800000000003 0
2721 24 13 0.72790000000003 0
2722 17 6 0.72780000000003 0
2723 24 13 0.72770000000003 0
2724 27 16 0.72760000000003 0
2725 29 19 0.72750000000003 1
2726 25 14 0.72740000000003 0
2727 18 7 0.72730000000003 0
2728 20 9 0.72720000000003 0
2729 28 17 0.7271000000000301 0
2730 22 11 0.7270000000000301 0
2731 24 13 0.7269000000000301 0
2732 19 8 0.7268000000000301 0
2733 18 7 0.7267000000000301 0
2734 19 8 0.7266000000000301 0
2735 27 16 0.7265000000000301 0
2736 21 10 0.7264000000000301 0
2737 24 13 0.7263000000000301 0
2738 25 14 0.7262000000000302 0
2739 27 16 0.7261000000000302 0
2740 31 20 0.7260000000000302 0
2741 27 16 0.7259000000000302 0
2742 26 15 0.7258000000000302 0
2743 25 14 0.7257000000000302 0
2744 25 14 0.7256000000000302 0
2745 24 13 0.7255000000000302 0
2746 26 15 0.7254000000000302 0
2747 22 11 0.7253000000000303 0
2748 24 13 0.7252000000000303 0
2749 29 19 0.7251000000000303 1
2750 28 17 0.7250000000000303 0
2751 18 7 0.7249000000000303 0
2752 24 13 0.7248000000000303 0
2753 18 7 0.7247000000000303 0
2754 24 13 0.7246000000000303 0
2755 21 10 0.7245000000000303 0
2756 20 9 0.7244000000000304 0
2757 17 6 0.7243000000000304 0
2758 30 19 0.7242000000000304 0
2759 25 14 0.7241000000000304 0
2760 26 15 0.7240000000000304 0
2761 26 15 0.7239000000000304 0
2762 33 26 0.7238000000000304 2
2763 27 16 0.7237000000000304 0
2764 22 11 0.7236000000000304 0
2765 27 16 0.7235000000000305 0
2766 22 11 0.7234000000000305 0
2767 21 10 0.7233000000000305 0
2768 29 19 0.7232000000000305 1
2769 29 18 0.7231000000000305 0
2770 22 11 0.7230000000000305 0
2771 23 13 0.7229000000000305 1
2772 27 17 0.7228000000000305 1
2773 25 14 0.7227000000000305 0
2774 24 13 0.7226000000000306 0
2775 18 7 0.7225000000000306 0
2776 25 14 0.7224000000000306 0
2777 29 18 0.7223000000000306 0
2778 14 3 0.7222000000000306 0
2779 25 14 0.7221000000000306 0
2780 28 17 0.7220000000000306 0
2781 27 16 0.7219000000000306 0
2782 23 12 0.7218000000000306 0
2783 24 13 0.7217000000000307 0
2784 22 11 0.7216000000000307 0
2785 20 9 0.7215000000000307 0
2786 25 14 0.7214000000000307 0
2787 26 15 0.7213000000000307 0
2788 27 16 0.7212000000000307 0
2789 22 11 0.7211000000000307 0
2790 26 15 0.7210000000000307 0
2791 22 12 0.7209000000000307 1
2792 17 6 0.7208000000000307 0
2793 21 10 0.7207000000000308 0
2794 21 10 0.7206000000000308 0
2795 21 10 0.7205000000000308 0
2796 23 12 0.7204000000000308 0
2797 29 18 0.7203000000000308 0
2798 23 12 0.7202000000000308 0
2799 19 8 0.7201000000000308 0
2800 23 12 0.7200000000000308 0
2801 26 15 0.7199000000000308 0
2802 24 13 0.7198000000000309 0
2803 25 14 0.7197000000000309 0
2804 24 13 0.7196000000000309 0
2805 26 15 0.7195000000000309 0
2806 24 13 0.7194000000000309 0
2807 14 3 0.7193000000000309 0
2808 27 16 0.7192000000000309 0
2809 21 10 0.7191000000000309 0
2810 26 15 0.719000000000031 0
2811 26 15 0.718900000000031 0
2812 35 28 0.718800000000031 4
2813 22 11 0.718700000000031 0
2814 23 12 0.718600000000031 0
2815 26 15 0.718500000000031 0
2816 27 16 0.718400000000031 0
2817 22 11 0.718300000000031 0
2818 25 14 0.718200000000031 0
2819 22 11 0.718100000000031 0
2820 24 13 0.7180000000000311 0
2821 25 14 0.7179000000000311 0
2822 31 21 0.7178000000000311 1
2823 17 6 0.7177000000000311 0
2824 25 14 0.7176000000000311 0
2825 30 19 0.7175000000000311 0
2826 21 10 0.7174000000000311 0
2827 20 9 0.7173000000000311 0
2828 26 16 0.7172000000000311 1
2829 20 9 0.7171000000000312 0
2830 33 22 0.7170000000000312 0
2831 20 9 0.7169000000000312 0
2832 28 17 0.7168000000000312 0
2833 25 14 0.7167000000000312 0
2834 22 11 0.7166000000000312 0
2835 26 15 0.7165000000000312 0
2836 23 12 0.7164000000000312 0
