Model name: 1605995180.9348865reward-med-game-score-10k
Extra information: reward = reward*game_score
Timestamp: 2020-11-21 22:46:23.049156
Game Rounds Score Epsilon ClearedLines
4582 33 23 0.5418000000000505 1
4583 31 20 0.5417000000000505 0
4584 31 20 0.5416000000000505 0
4585 31 20 0.5415000000000505 0
4586 30 19 0.5414000000000505 0
4587 29 19 0.5413000000000505 1
4588 22 11 0.5412000000000505 0
4589 31 21 0.5411000000000505 1
4590 22 11 0.5410000000000506 0
4591 30 19 0.5409000000000506 0
4592 32 21 0.5408000000000506 0
4593 29 18 0.5407000000000506 0
4594 25 14 0.5406000000000506 0
4595 30 19 0.5405000000000506 0
4596 25 14 0.5404000000000506 0
4597 34 24 0.5403000000000506 1
4598 29 18 0.5402000000000506 0
4599 27 16 0.5401000000000507 0
4600 30 19 0.5400000000000507 0
4601 22 11 0.5399000000000507 0
4602 31 20 0.5398000000000507 0
4603 33 22 0.5397000000000507 0
4604 27 16 0.5396000000000507 0
4605 20 9 0.5395000000000507 0
4606 25 14 0.5394000000000507 0
4607 34 25 0.5393000000000507 2
4608 32 21 0.5392000000000507 0
4609 27 16 0.5391000000000508 0
4610 30 19 0.5390000000000508 0
4611 28 18 0.5389000000000508 1
4612 26 15 0.5388000000000508 0
4613 24 13 0.5387000000000508 0
4614 29 18 0.5386000000000508 0
4615 37 28 0.5385000000000508 2
4616 26 15 0.5384000000000508 0
4617 31 21 0.5383000000000508 1
4618 29 18 0.5382000000000509 0
4619 29 18 0.5381000000000509 0
4620 31 20 0.5380000000000509 0
4621 22 11 0.5379000000000509 0
4622 29 18 0.5378000000000509 0
4623 33 23 0.5377000000000509 1
4624 32 22 0.5376000000000509 1
4625 25 14 0.5375000000000509 0
4626 32 21 0.537400000000051 0
4627 34 24 0.537300000000051 1
4628 27 16 0.537200000000051 0
4629 29 19 0.537100000000051 1
4630 29 18 0.537000000000051 0
4631 32 21 0.536900000000051 0
4632 29 18 0.536800000000051 0
4633 24 14 0.536700000000051 1
4634 26 15 0.536600000000051 0
4635 25 14 0.536500000000051 0
4636 28 17 0.5364000000000511 0
4637 35 25 0.5363000000000511 1
4638 34 24 0.5362000000000511 1
4639 22 11 0.5361000000000511 0
4640 28 17 0.5360000000000511 0
4641 31 20 0.5359000000000511 0
4642 34 25 0.5358000000000511 2
4643 26 15 0.5357000000000511 0
4644 28 17 0.5356000000000511 0
4645 26 15 0.5355000000000512 0
4646 29 18 0.5354000000000512 0
4647 27 17 0.5353000000000512 1
4648 30 20 0.5352000000000512 1
4649 35 25 0.5351000000000512 1
4650 31 20 0.5350000000000512 0
4651 35 26 0.5349000000000512 2
4652 31 20 0.5348000000000512 0
4653 24 13 0.5347000000000512 0
4654 22 11 0.5346000000000513 0
4655 26 15 0.5345000000000513 0
4656 32 22 0.5344000000000513 1
4657 25 14 0.5343000000000513 0
4658 27 16 0.5342000000000513 0
4659 29 19 0.5341000000000513 1
4660 27 16 0.5340000000000513 0
4661 34 25 0.5339000000000513 2
4662 25 14 0.5338000000000513 0
4663 32 22 0.5337000000000514 1
4664 27 17 0.5336000000000514 1
4665 33 23 0.5335000000000514 1
4666 26 17 0.5334000000000514 2
4667 43 35 0.5333000000000514 3
4668 27 16 0.5332000000000514 0
4669 34 25 0.5331000000000514 2
4670 33 23 0.5330000000000514 1
4671 19 8 0.5329000000000514 0
4672 17 6 0.5328000000000515 0
4673 24 13 0.5327000000000515 0
4674 40 34 0.5326000000000515 3
4675 23 12 0.5325000000000515 0
4676 30 20 0.5324000000000515 1
4677 30 19 0.5323000000000515 0
4678 27 16 0.5322000000000515 0
4679 30 20 0.5321000000000515 1
4680 21 10 0.5320000000000515 0
4681 27 16 0.5319000000000516 0
4682 24 14 0.5318000000000516 1
4683 30 19 0.5317000000000516 0
4684 28 17 0.5316000000000516 0
4685 32 22 0.5315000000000516 1
4686 29 19 0.5314000000000516 1
4687 30 19 0.5313000000000516 0
4688 24 13 0.5312000000000516 0
4689 26 15 0.5311000000000516 0
4690 29 18 0.5310000000000517 0
4691 35 24 0.5309000000000517 0
4692 21 10 0.5308000000000517 0
4693 26 15 0.5307000000000517 0
4694 28 17 0.5306000000000517 0
4695 33 22 0.5305000000000517 0
4696 31 20 0.5304000000000517 0
4697 38 29 0.5303000000000517 2
4698 29 18 0.5302000000000517 0
4699 22 11 0.5301000000000518 0
4700 28 17 0.5300000000000518 0
4701 29 18 0.5299000000000518 0
4702 31 21 0.5298000000000518 1
4703 36 26 0.5297000000000518 1
4704 30 19 0.5296000000000518 0
4705 28 17 0.5295000000000518 0
4706 33 22 0.5294000000000518 0
4707 26 15 0.5293000000000518 0
4708 35 25 0.5292000000000519 1
4709 28 17 0.5291000000000519 0
4710 22 11 0.5290000000000519 0
4711 22 11 0.5289000000000519 0
4712 26 15 0.5288000000000519 0
4713 26 15 0.5287000000000519 0
4714 27 16 0.5286000000000519 0
4715 28 17 0.5285000000000519 0
4716 39 30 0.5284000000000519 2
4717 33 22 0.528300000000052 0
4718 29 18 0.528200000000052 0
4719 27 16 0.528100000000052 0
4720 34 24 0.528000000000052 1
4721 24 13 0.527900000000052 0
4722 27 16 0.527800000000052 0
4723 27 17 0.527700000000052 1
4724 28 18 0.527600000000052 1
4725 31 20 0.527500000000052 0
4726 26 15 0.527400000000052 0
4727 20 9 0.5273000000000521 0
4728 23 12 0.5272000000000521 0
4729 36 27 0.5271000000000521 2
4730 32 21 0.5270000000000521 0
4731 29 20 0.5269000000000521 2
4732 33 23 0.5268000000000521 1
4733 26 16 0.5267000000000521 1
4734 34 24 0.5266000000000521 1
4735 29 18 0.5265000000000521 0
4736 28 18 0.5264000000000522 1
4737 24 13 0.5263000000000522 0
4738 28 17 0.5262000000000522 0
4739 19 8 0.5261000000000522 0
4740 21 10 0.5260000000000522 0
4741 28 18 0.5259000000000522 1
4742 33 24 0.5258000000000522 2
4743 25 14 0.5257000000000522 0
4744 28 17 0.5256000000000522 0
4745 30 19 0.5255000000000523 0
4746 22 11 0.5254000000000523 0
4747 30 19 0.5253000000000523 0
4748 24 13 0.5252000000000523 0
4749 25 14 0.5251000000000523 0
4750 23 12 0.5250000000000523 0
4751 30 19 0.5249000000000523 0
4752 24 13 0.5248000000000523 0
4753 27 16 0.5247000000000523 0
4754 22 11 0.5246000000000524 0
4755 33 22 0.5245000000000524 0
4756 31 20 0.5244000000000524 0
4757 27 16 0.5243000000000524 0
4758 24 13 0.5242000000000524 0
4759 27 16 0.5241000000000524 0
4760 30 20 0.5240000000000524 1
4761 23 12 0.5239000000000524 0
4762 26 16 0.5238000000000524 1
4763 31 20 0.5237000000000525 0
4764 22 11 0.5236000000000525 0
4765 33 23 0.5235000000000525 1
4766 22 11 0.5234000000000525 0
4767 31 20 0.5233000000000525 0
4768 29 19 0.5232000000000525 1
4769 21 10 0.5231000000000525 0
4770 24 13 0.5230000000000525 0
4771 25 14 0.5229000000000525 0
4772 28 18 0.5228000000000526 1
4773 19 8 0.5227000000000526 0
4774 28 17 0.5226000000000526 0
4775 28 18 0.5225000000000526 1
4776 31 21 0.5224000000000526 1
4777 27 16 0.5223000000000526 0
4778 25 15 0.5222000000000526 1
4779 30 19 0.5221000000000526 0
4780 32 21 0.5220000000000526 0
4781 24 13 0.5219000000000527 0
4782 31 20 0.5218000000000527 0
4783 32 23 0.5217000000000527 2
4784 27 16 0.5216000000000527 0
4785 27 16 0.5215000000000527 0
4786 34 24 0.5214000000000527 1
4787 31 20 0.5213000000000527 0
4788 31 21 0.5212000000000527 1
4789 26 16 0.5211000000000527 1
4790 28 18 0.5210000000000528 1
4791 28 17 0.5209000000000528 0
4792 30 20 0.5208000000000528 1
4793 23 12 0.5207000000000528 0
4794 29 18 0.5206000000000528 0
4795 24 13 0.5205000000000528 0
4796 32 22 0.5204000000000528 1
4797 37 28 0.5203000000000528 2
4798 31 20 0.5202000000000528 0
4799 33 22 0.5201000000000529 0
4800 31 21 0.5200000000000529 1
4801 30 19 0.5199000000000529 0
4802 33 22 0.5198000000000529 0
4803 38 29 0.5197000000000529 2
4804 31 20 0.5196000000000529 0
4805 33 22 0.5195000000000529 0
4806 30 19 0.5194000000000529 0
4807 31 20 0.5193000000000529 0
4808 23 12 0.519200000000053 0
4809 26 15 0.519100000000053 0
4810 28 17 0.519000000000053 0
4811 28 18 0.518900000000053 1
4812 26 15 0.518800000000053 0
4813 25 14 0.518700000000053 0
4814 31 21 0.518600000000053 1
4815 35 25 0.518500000000053 1
4816 28 17 0.518400000000053 0
4817 28 17 0.518300000000053 0
4818 23 12 0.5182000000000531 0
4819 22 11 0.5181000000000531 0
4820 32 21 0.5180000000000531 0
4821 35 25 0.5179000000000531 1
4822 32 21 0.5178000000000531 0
4823 30 20 0.5177000000000531 1
4824 36 26 0.5176000000000531 1
4825 28 17 0.5175000000000531 0
4826 32 21 0.5174000000000532 0
4827 38 28 0.5173000000000532 1
4828 29 19 0.5172000000000532 1
4829 32 21 0.5171000000000532 0
4830 31 20 0.5170000000000532 0
4831 34 25 0.5169000000000532 2
4832 22 11 0.5168000000000532 0
4833 33 23 0.5167000000000532 1
4834 36 26 0.5166000000000532 1
4835 29 18 0.5165000000000532 0
4836 26 15 0.5164000000000533 0
4837 30 19 0.5163000000000533 0
4838 27 16 0.5162000000000533 0
4839 31 20 0.5161000000000533 0
4840 24 13 0.5160000000000533 0
4841 34 24 0.5159000000000533 1
4842 34 24 0.5158000000000533 1
4843 26 15 0.5157000000000533 0
4844 25 14 0.5156000000000533 0
4845 29 18 0.5155000000000534 0
4846 31 20 0.5154000000000534 0
4847 29 18 0.5153000000000534 0
4848 30 19 0.5152000000000534 0
4849 20 9 0.5151000000000534 0
4850 26 15 0.5150000000000534 0
4851 24 13 0.5149000000000534 0
4852 29 18 0.5148000000000534 0
4853 28 17 0.5147000000000534 0
4854 27 16 0.5146000000000535 0
4855 35 25 0.5145000000000535 1
4856 33 23 0.5144000000000535 1
4857 14 3 0.5143000000000535 0
4858 23 12 0.5142000000000535 0
4859 25 14 0.5141000000000535 0
4860 30 20 0.5140000000000535 1
4861 31 20 0.5139000000000535 0
4862 23 12 0.5138000000000535 0
4863 32 21 0.5137000000000536 0
4864 30 19 0.5136000000000536 0
4865 27 16 0.5135000000000536 0
4866 33 22 0.5134000000000536 0
4867 29 18 0.5133000000000536 0
4868 27 17 0.5132000000000536 1
4869 29 19 0.5131000000000536 1
4870 26 15 0.5130000000000536 0
4871 24 13 0.5129000000000536 0
4872 31 20 0.5128000000000537 0
4873 27 16 0.5127000000000537 0
4874 30 19 0.5126000000000537 0
4875 28 17 0.5125000000000537 0
4876 35 26 0.5124000000000537 2
4877 33 23 0.5123000000000537 1
4878 32 22 0.5122000000000537 1
4879 29 18 0.5121000000000537 0
4880 31 21 0.5120000000000537 1
4881 37 30 0.5119000000000538 2
4882 24 13 0.5118000000000538 0
4883 34 25 0.5117000000000538 2
4884 25 15 0.5116000000000538 1
4885 36 25 0.5115000000000538 0
4886 33 23 0.5114000000000538 1
4887 33 22 0.5113000000000538 0
4888 31 21 0.5112000000000538 1
4889 31 20 0.5111000000000538 0
4890 32 21 0.5110000000000539 0
4891 29 18 0.5109000000000539 0
4892 33 22 0.5108000000000539 0
4893 23 12 0.5107000000000539 0
4894 30 20 0.5106000000000539 1
4895 24 13 0.5105000000000539 0
4896 36 26 0.5104000000000539 1
4897 21 10 0.5103000000000539 0
4898 32 22 0.5102000000000539 1
4899 25 14 0.510100000000054 0
4900 26 15 0.510000000000054 0
4901 23 12 0.509900000000054 0
4902 28 17 0.509800000000054 0
4903 33 23 0.509700000000054 1
4904 25 14 0.509600000000054 0
4905 29 18 0.509500000000054 0
4906 36 27 0.509400000000054 2
4907 24 13 0.509300000000054 0
4908 30 19 0.509200000000054 0
4909 23 12 0.5091000000000541 0
4910 19 8 0.5090000000000541 0
4911 25 15 0.5089000000000541 1
4912 29 18 0.5088000000000541 0
4913 33 23 0.5087000000000541 1
4914 22 11 0.5086000000000541 0
4915 28 17 0.5085000000000541 0
4916 28 18 0.5084000000000541 1
4917 23 12 0.5083000000000542 0
4918 19 8 0.5082000000000542 0
4919 24 13 0.5081000000000542 0
4920 31 21 0.5080000000000542 1
4921 28 18 0.5079000000000542 1
4922 29 18 0.5078000000000542 0
4923 33 23 0.5077000000000542 1
4924 33 22 0.5076000000000542 0
4925 34 24 0.5075000000000542 1
4926 21 10 0.5074000000000543 0
4927 27 16 0.5073000000000543 0
4928 28 17 0.5072000000000543 0
4929 22 11 0.5071000000000543 0
4930 28 17 0.5070000000000543 0
4931 26 15 0.5069000000000543 0
4932 22 11 0.5068000000000543 0
4933 33 23 0.5067000000000543 1
4934 30 19 0.5066000000000543 0
4935 25 14 0.5065000000000544 0
4936 36 27 0.5064000000000544 2
4937 27 16 0.5063000000000544 0
4938 28 18 0.5062000000000544 1
4939 23 13 0.5061000000000544 1
4940 22 11 0.5060000000000544 0
4941 27 17 0.5059000000000544 1
4942 28 17 0.5058000000000544 0
4943 35 26 0.5057000000000544 2
4944 34 23 0.5056000000000545 0
4945 23 12 0.5055000000000545 0
4946 23 12 0.5054000000000545 0
4947 30 19 0.5053000000000545 0
4948 30 19 0.5052000000000545 0
4949 28 17 0.5051000000000545 0
4950 30 20 0.5050000000000545 1
4951 25 14 0.5049000000000545 0
4952 31 21 0.5048000000000545 1
4953 26 15 0.5047000000000545 0
4954 34 26 0.5046000000000546 3
4955 33 22 0.5045000000000546 0
4956 41 32 0.5044000000000546 2
4957 29 18 0.5043000000000546 0
4958 26 15 0.5042000000000546 0
4959 31 20 0.5041000000000546 0
4960 29 18 0.5040000000000546 0
4961 24 14 0.5039000000000546 1
4962 31 21 0.5038000000000546 1
4963 24 13 0.5037000000000547 0
4964 32 22 0.5036000000000547 1
4965 32 21 0.5035000000000547 0
4966 33 23 0.5034000000000547 1
4967 29 18 0.5033000000000547 0
4968 32 22 0.5032000000000547 1
4969 24 13 0.5031000000000547 0
4970 29 18 0.5030000000000547 0
4971 25 14 0.5029000000000547 0
4972 34 27 0.5028000000000548 2
4973 28 18 0.5027000000000548 1
4974 40 32 0.5026000000000548 3
4975 32 21 0.5025000000000548 0
4976 30 19 0.5024000000000548 0
4977 23 12 0.5023000000000548 0
4978 28 17 0.5022000000000548 0
4979 29 19 0.5021000000000548 1
4980 29 18 0.5020000000000548 0
4981 34 24 0.5019000000000549 1
4982 31 20 0.5018000000000549 0
4983 28 17 0.5017000000000549 0
4984 25 14 0.5016000000000549 0
4985 31 20 0.5015000000000549 0
4986 20 9 0.5014000000000549 0
4987 31 20 0.5013000000000549 0
4988 25 14 0.5012000000000549 0
4989 40 31 0.501100000000055 2
4990 34 24 0.501000000000055 1
4991 25 14 0.500900000000055 0
4992 37 28 0.500800000000055 2
4993 27 16 0.500700000000055 0
4994 24 13 0.500600000000055 0
4995 30 20 0.500500000000055 1
4996 31 20 0.500400000000055 0
4997 35 25 0.500300000000055 1
4998 28 17 0.500200000000055 0
4999 27 16 0.5001000000000551 0
5000 19 8 0.5000000000000551 0
5001 29 18 0.4999000000000551 0
5002 33 25 0.4998000000000551 3
5003 31 20 0.4997000000000551 0
5004 27 16 0.4996000000000551 0
5005 25 15 0.4995000000000551 1
5006 26 15 0.49940000000005513 0
5007 37 29 0.49930000000005514 3
5008 28 17 0.49920000000005516 0
5009 26 15 0.49910000000005517 0
5010 32 21 0.4990000000000552 0
5011 26 15 0.4989000000000552 0
5012 25 14 0.4988000000000552 0
5013 34 24 0.4987000000000552 1
5014 25 14 0.4986000000000552 0
5015 31 20 0.49850000000005523 0
5016 28 18 0.49840000000005524 1
5017 34 24 0.49830000000005525 1
5018 23 12 0.49820000000005527 0
5019 29 18 0.4981000000000553 0
5020 29 18 0.4980000000000553 0
5021 25 14 0.4979000000000553 0
5022 32 21 0.4978000000000553 0
5023 21 10 0.4977000000000553 0
5024 30 19 0.49760000000005533 0
5025 21 10 0.49750000000005534 0
5026 26 15 0.49740000000005535 0
5027 31 20 0.49730000000005536 0
5028 25 14 0.4972000000000554 0
5029 37 28 0.4971000000000554 2
5030 33 23 0.4970000000000554 1
5031 33 23 0.4969000000000554 1
5032 31 22 0.4968000000000554 2
5033 27 16 0.49670000000005543 0
5034 30 19 0.49660000000005544 0
5035 31 20 0.49650000000005545 0
5036 28 17 0.49640000000005546 0
5037 30 19 0.4963000000000555 0
5038 33 22 0.4962000000000555 0
5039 37 28 0.4961000000000555 2
5040 34 25 0.4960000000000555 2
5041 27 16 0.4959000000000555 0
5042 25 15 0.49580000000005553 1
5043 35 24 0.49570000000005554 0
5044 35 25 0.49560000000005555 1
5045 29 18 0.49550000000005556 0
5046 21 10 0.4954000000000556 0
5047 35 25 0.4953000000000556 1
5048 47 41 0.4952000000000556 5
5049 28 17 0.4951000000000556 0
5050 35 26 0.4950000000000556 2
5051 31 20 0.49490000000005563 0
5052 25 14 0.49480000000005564 0
5053 28 17 0.49470000000005565 0
5054 29 18 0.49460000000005566 0
5055 26 16 0.4945000000000557 1
5056 29 18 0.4944000000000557 0
5057 31 20 0.4943000000000557 0
5058 31 20 0.4942000000000557 0
5059 23 13 0.4941000000000557 1
5060 26 15 0.49400000000005573 0
5061 24 13 0.49390000000005574 0
5062 24 13 0.49380000000005575 0
5063 34 23 0.49370000000005576 0
5064 34 24 0.49360000000005577 1
5065 33 24 0.4935000000000558 2
5066 43 37 0.4934000000000558 3
5067 25 14 0.4933000000000558 0
5068 26 15 0.4932000000000558 0
5069 29 18 0.4931000000000558 0
5070 32 22 0.49300000000005584 1
5071 31 21 0.49290000000005585 1
5072 25 14 0.49280000000005586 0
5073 31 20 0.49270000000005587 0
5074 29 18 0.4926000000000559 0
5075 32 22 0.4925000000000559 1
5076 32 21 0.4924000000000559 0
5077 26 15 0.4923000000000559 0
5078 26 15 0.4922000000000559 0
5079 29 18 0.49210000000005594 0
5080 29 19 0.49200000000005595 1
5081 24 13 0.49190000000005596 0
5082 28 18 0.49180000000005597 1
5083 35 25 0.491700000000056 1
5084 33 23 0.491600000000056 1
5085 22 11 0.491500000000056 0
5086 30 19 0.491400000000056 0
5087 29 18 0.491300000000056 0
5088 26 15 0.49120000000005604 0
5089 30 19 0.49110000000005605 0
5090 18 7 0.49100000000005606 0
5091 32 21 0.49090000000005607 0
5092 36 27 0.4908000000000561 2
5093 39 31 0.4907000000000561 3
5094 31 20 0.4906000000000561 0
5095 26 15 0.4905000000000561 0
5096 29 18 0.4904000000000561 0
5097 27 16 0.49030000000005614 0
5098 26 16 0.49020000000005615 1
5099 29 19 0.49010000000005616 1
5100 24 13 0.49000000000005617 0
5101 36 26 0.4899000000000562 1
5102 26 15 0.4898000000000562 0
5103 33 22 0.4897000000000562 0
5104 23 12 0.4896000000000562 0
5105 34 24 0.4895000000000562 1
5106 30 19 0.48940000000005623 0
5107 27 16 0.48930000000005625 0
5108 25 14 0.48920000000005626 0
5109 20 9 0.48910000000005627 0
5110 30 20 0.4890000000000563 1
5111 32 22 0.4889000000000563 1
5112 33 22 0.4888000000000563 0
5113 28 17 0.4887000000000563 0
5114 35 25 0.4886000000000563 1
5115 23 12 0.48850000000005633 0
5116 25 14 0.48840000000005634 0
5117 21 11 0.48830000000005636 1
5118 30 20 0.48820000000005637 1
5119 27 17 0.4881000000000564 1
5120 27 16 0.4880000000000564 0
5121 29 18 0.4879000000000564 0
5122 27 16 0.4878000000000564 0
5123 33 23 0.4877000000000564 1
5124 24 14 0.48760000000005643 1
5125 32 22 0.48750000000005644 1
5126 35 25 0.48740000000005645 1
5127 24 14 0.48730000000005647 1
5128 35 26 0.4872000000000565 2
5129 33 22 0.4871000000000565 0
5130 27 16 0.4870000000000565 0
5131 27 16 0.4869000000000565 0
5132 36 26 0.4868000000000565 1
5133 30 19 0.48670000000005653 0
5134 34 24 0.48660000000005654 1
5135 31 20 0.48650000000005655 0
5136 22 11 0.48640000000005656 0
5137 32 22 0.4863000000000566 1
5138 26 15 0.4862000000000566 0
5139 32 21 0.4861000000000566 0
5140 27 16 0.4860000000000566 0
5141 33 22 0.4859000000000566 0
5142 30 19 0.48580000000005663 0
5143 30 19 0.48570000000005664 0
5144 37 27 0.48560000000005665 1
5145 29 18 0.48550000000005666 0
5146 36 25 0.4854000000000567 0
5147 34 23 0.4853000000000567 0
5148 26 15 0.4852000000000567 0
5149 30 19 0.4851000000000567 0
5150 39 29 0.4850000000000567 1
5151 27 16 0.48490000000005673 0
5152 31 20 0.48480000000005674 0
5153 27 16 0.48470000000005675 0
5154 36 26 0.48460000000005676 1
5155 29 18 0.4845000000000568 0
5156 32 21 0.4844000000000568 0
5157 32 21 0.4843000000000568 0
5158 30 19 0.4842000000000568 0
5159 29 18 0.4841000000000568 0
5160 31 20 0.48400000000005683 0
5161 24 13 0.48390000000005684 0
5162 29 19 0.48380000000005685 1
5163 32 22 0.48370000000005686 1
5164 33 22 0.4836000000000569 0
5165 28 18 0.4835000000000569 1
5166 28 17 0.4834000000000569 0
5167 33 23 0.4833000000000569 1
5168 29 18 0.4832000000000569 0
5169 25 15 0.48310000000005693 1
5170 31 20 0.48300000000005694 0
5171 24 13 0.48290000000005695 0
5172 25 14 0.48280000000005696 0
5173 38 29 0.482700000000057 2
5174 28 17 0.482600000000057 0
5175 30 19 0.482500000000057 0
5176 38 29 0.482400000000057 2
5177 26 15 0.482300000000057 0
5178 24 13 0.482200000000057 0
5179 29 19 0.48210000000005704 1
5180 28 17 0.48200000000005705 0
5181 28 17 0.48190000000005706 0
5182 31 20 0.48180000000005707 0
5183 29 18 0.4817000000000571 0
5184 33 23 0.4816000000000571 1
5185 20 9 0.4815000000000571 0
5186 25 14 0.4814000000000571 0
5187 24 13 0.4813000000000571 0
5188 26 15 0.48120000000005714 0
5189 27 16 0.48110000000005715 0
5190 34 24 0.48100000000005716 1
5191 33 23 0.48090000000005717 1
5192 35 25 0.4808000000000572 1
5193 29 18 0.4807000000000572 0
5194 28 18 0.4806000000000572 1
5195 24 13 0.4805000000000572 0
5196 31 20 0.4804000000000572 0
5197 21 10 0.48030000000005724 0
5198 25 15 0.48020000000005725 1
5199 42 37 0.48010000000005726 4
5200 28 17 0.48000000000005727 0
5201 26 15 0.4799000000000573 0
5202 18 7 0.4798000000000573 0
5203 31 20 0.4797000000000573 0
5204 21 10 0.4796000000000573 0
5205 28 17 0.4795000000000573 0
5206 32 21 0.47940000000005734 0
5207 33 22 0.47930000000005735 0
5208 22 12 0.47920000000005736 1
5209 26 15 0.47910000000005737 0
5210 30 19 0.4790000000000574 0
5211 34 24 0.4789000000000574 1
5212 26 15 0.4788000000000574 0
5213 32 21 0.4787000000000574 0
5214 37 29 0.4786000000000574 3
5215 36 26 0.47850000000005743 1
5216 25 14 0.47840000000005745 0
5217 29 19 0.47830000000005746 1
5218 28 17 0.47820000000005747 0
5219 27 16 0.4781000000000575 0
5220 32 22 0.4780000000000575 1
5221 31 20 0.4779000000000575 0
5222 39 30 0.4778000000000575 2
5223 31 20 0.4777000000000575 0
5224 35 28 0.47760000000005753 4
5225 29 19 0.47750000000005755 1
5226 40 31 0.47740000000005756 2
5227 32 21 0.47730000000005757 0
5228 31 21 0.4772000000000576 1
5229 31 20 0.4771000000000576 0
5230 25 15 0.4770000000000576 1
5231 31 20 0.4769000000000576 0
5232 27 16 0.4768000000000576 0
5233 29 19 0.47670000000005763 1
5234 32 22 0.47660000000005764 1
5235 27 16 0.47650000000005766 0
5236 36 27 0.47640000000005767 2
5237 20 9 0.4763000000000577 0
5238 28 17 0.4762000000000577 0
5239 27 16 0.4761000000000577 0
5240 28 17 0.4760000000000577 0
5241 19 8 0.4759000000000577 0
5242 25 14 0.47580000000005773 0
5243 30 19 0.47570000000005774 0
5244 31 20 0.47560000000005775 0
5245 35 26 0.47550000000005777 2
5246 32 22 0.4754000000000578 1
5247 33 24 0.4753000000000578 2
5248 33 22 0.4752000000000578 0
5249 33 23 0.4751000000000578 1
5250 25 14 0.4750000000000578 0
5251 26 16 0.47490000000005783 1
5252 22 11 0.47480000000005784 0
5253 26 16 0.47470000000005785 1
5254 30 19 0.47460000000005786 0
5255 25 14 0.4745000000000579 0
5256 25 14 0.4744000000000579 0
5257 25 14 0.4743000000000579 0
5258 33 22 0.4742000000000579 0
5259 27 17 0.4741000000000579 1
5260 29 18 0.47400000000005793 0
5261 29 18 0.47390000000005794 0
5262 29 18 0.47380000000005795 0
5263 34 24 0.47370000000005796 1
5264 32 22 0.473600000000058 1
5265 28 17 0.473500000000058 0
5266 34 24 0.473400000000058 1
5267 19 8 0.473300000000058 0
5268 31 20 0.473200000000058 0
5269 23 12 0.47310000000005803 0
5270 20 9 0.47300000000005804 0
5271 31 20 0.47290000000005805 0
5272 31 22 0.47280000000005806 2
5273 27 17 0.4727000000000581 1
5274 28 17 0.4726000000000581 0
5275 27 16 0.4725000000000581 0
5276 28 17 0.4724000000000581 0
5277 36 26 0.4723000000000581 1
5278 32 22 0.47220000000005813 1
5279 28 17 0.47210000000005814 0
5280 24 13 0.47200000000005815 0
5281 28 17 0.47190000000005816 0
5282 31 21 0.4718000000000582 1
5283 24 16 0.4717000000000582 3
5284 33 24 0.4716000000000582 2
5285 32 21 0.4715000000000582 0
5286 26 15 0.4714000000000582 0
5287 37 28 0.47130000000005823 2
5288 21 10 0.47120000000005824 0
5289 27 16 0.47110000000005825 0
5290 32 22 0.47100000000005826 1
5291 32 21 0.47090000000005827 0
5292 29 18 0.4708000000000583 0
5293 33 22 0.4707000000000583 0
5294 31 20 0.4706000000000583 0
5295 30 20 0.4705000000000583 1
5296 34 23 0.4704000000000583 0
5297 25 14 0.47030000000005834 0
5298 41 33 0.47020000000005835 3
5299 39 29 0.47010000000005836 1
5300 25 14 0.47000000000005837 0
5301 29 18 0.4699000000000584 0
5302 23 12 0.4698000000000584 0
5303 33 22 0.4697000000000584 0
5304 33 23 0.4696000000000584 1
5305 31 20 0.4695000000000584 0
5306 28 17 0.46940000000005844 0
5307 25 14 0.46930000000005845 0
5308 24 13 0.46920000000005846 0
5309 18 7 0.46910000000005847 0
5310 28 17 0.4690000000000585 0
5311 29 19 0.4689000000000585 1
5312 29 21 0.4688000000000585 3
5313 27 17 0.4687000000000585 1
5314 28 17 0.4686000000000585 0
5315 34 23 0.46850000000005854 0
5316 32 21 0.46840000000005855 0
5317 31 20 0.46830000000005856 0
5318 31 20 0.46820000000005857 0
5319 24 13 0.4681000000000586 0
5320 31 20 0.4680000000000586 0
5321 29 19 0.4679000000000586 1
5322 26 15 0.4678000000000586 0
5323 32 21 0.4677000000000586 0
5324 32 24 0.46760000000005864 3
5325 27 16 0.46750000000005865 0
5326 34 24 0.46740000000005866 1
5327 34 24 0.46730000000005867 1
5328 30 19 0.4672000000000587 0
5329 26 15 0.4671000000000587 0
5330 33 23 0.4670000000000587 1
5331 28 17 0.4669000000000587 0
5332 37 27 0.4668000000000587 1
5333 29 18 0.46670000000005873 0
5334 35 25 0.46660000000005875 1
5335 28 17 0.46650000000005876 0
5336 28 17 0.46640000000005877 0
5337 33 24 0.4663000000000588 2
5338 30 19 0.4662000000000588 0
5339 27 16 0.4661000000000588 0
5340 29 18 0.4660000000000588 0
5341 31 21 0.4659000000000588 1
5342 35 26 0.46580000000005883 2
5343 30 19 0.46570000000005884 0
5344 27 17 0.46560000000005886 1
5345 25 14 0.46550000000005887 0
5346 29 18 0.4654000000000589 0
5347 27 16 0.4653000000000589 0
5348 25 14 0.4652000000000589 0
5349 33 23 0.4651000000000589 1
5350 32 21 0.4650000000000589 0
5351 33 23 0.46490000000005893 1
5352 23 12 0.46480000000005894 0
5353 25 14 0.46470000000005895 0
5354 37 27 0.46460000000005897 1
5355 32 21 0.464500000000059 0
5356 31 20 0.464400000000059 0
5357 30 19 0.464300000000059 0
5358 37 27 0.464200000000059 1
